qid1,qid2,label
S119656,S112451,1
S115167,S124846,0
S132869,S127882,1
S106945,S104075,0
S106198,S127590,1
S106588,S133967,0
S123268,S103147,1
S104013,S127608,1
S113401,S127923,1
S118030,S108341,1
S126227,S105159,0
S117805,S119057,0
S132636,S131039,1
S105816,S132215,1
S121836,S135238,0
S120036,S111774,0
S114507,S103078,0
S134205,S104734,1
S135082,S135060,1
S132247,S120629,0
S112059,S129439,0
S134167,S111269,0
S118153,S110720,1
S109432,S101316,0
S117193,S102948,0
S117147,S118548,0
S117927,S112272,0
S128672,S102624,1
S108721,S124028,0
S108756,S122904,0
S130462,S105851,0
S106143,S114820,1
S110942,S119626,1
S117263,S121335,1
S123300,S131084,1
S114895,S111461,1
S123176,S124138,1
S130556,S102341,1
S118072,S128766,0
S108943,S102216,0
S112027,S114091,0
S129650,S117357,1
S126178,S101271,0
S132098,S107240,0
S122733,S107756,0
S123652,S112541,1
S118898,S132223,1
S131072,S114041,1
S125792,S111452,1
S130444,S106284,0
S132424,S112179,1
S101618,S127952,0
S110537,S112793,0
S127135,S100204,0
S120840,S107006,1
S119892,S130716,0
S106661,S115318,1
S103943,S134400,0
S101884,S101169,0
S130651,S132256,1
S112512,S100023,1
S130135,S130321,0
S108689,S124864,0
S110480,S118529,1
S121375,S122494,0
S106801,S109849,0
S113592,S134225,1
S122614,S114032,0
S119447,S109328,1
S105908,S133238,0
S115429,S123566,0
S107451,S129843,1
S115788,S123003,1
S126200,S122435,1
S130640,S121841,0
S129092,S130572,0
S110060,S113904,1
S133305,S120469,0
S107765,S110549,1
S133843,S134235,0
S114953,S108122,1
S121813,S103558,0
S115017,S111058,1
S112125,S106677,1
S115406,S119533,1
S131973,S112643,0
S116194,S130723,1
S132076,S115624,0
S100640,S134637,1
S132391,S101777,0
S124424,S134470,1
S123038,S122021,1
S114266,S125846,1
S133105,S103667,0
S113437,S111527,1
S123819,S105964,0
S115549,S130582,1
S133817,S128101,0
S108385,S127640,0
S101432,S121859,0
S118569,S133312,1
S130397,S103581,1
S103975,S114879,0
S131102,S103376,0
S124047,S101152,0
S119696,S104909,1
S126068,S100693,0
S125722,S105044,0
S135164,S110837,1
S113000,S100378,1
S113453,S123166,0
S135069,S127165,0
S125930,S125525,1
S127215,S130732,0
S106562,S119444,0
S134425,S102705,1
S115907,S134127,1
S118766,S105368,1
S117236,S101921,0
S118571,S107091,0
S125325,S114155,0
S102597,S132975,1
S130102,S104248,0
S100335,S127058,1
S122686,S115531,1
S102675,S126353,0
S109542,S133053,0
S122480,S116286,0
S127756,S100518,1
S112800,S134330,0
S131556,S129827,0
S105669,S110703,1
S103411,S112853,1
S108188,S113905,1
S125676,S114999,1
S112934,S104858,0
S109394,S130336,1
S120218,S101545,1
S110519,S123525,0
S118527,S103363,0
S103380,S127290,1
S103796,S131569,0
S123987,S101446,0
S131978,S105449,1
S115640,S106767,1
S105766,S122632,1
S118195,S101260,0
S122339,S130138,1
S124013,S115188,0
S115458,S118488,1
S106666,S104595,0
S101967,S127332,0
S135030,S135149,0
S132476,S101722,0
S107137,S112945,1
S104211,S106957,0
S110721,S111343,0
S122914,S125111,1
S106813,S105646,1
S113216,S124587,1
S118557,S118408,0
S120426,S103845,1
S127702,S102172,0
S127060,S129680,1
S102102,S108860,1
S124761,S132203,1
S111808,S100410,0
S127253,S111785,0
S110017,S109636,0
S106722,S133451,0
S130146,S119055,1
S122184,S114647,0
S129210,S112143,0
S100084,S105307,1
S122995,S131321,0
S125626,S111243,0
S116625,S130011,0
S128314,S115424,1
S110945,S127870,0
S118485,S132780,1
S112057,S112432,1
S125484,S104880,1
S101861,S101468,1
S128147,S119534,1
S118776,S124462,1
S112830,S103764,1
S102945,S127610,0
S101581,S135188,1
S108440,S130367,0
S115695,S109224,1
S117974,S133108,0
S107192,S104389,0
S111639,S128242,1
S134197,S130476,1
S130128,S131002,0
S109177,S119898,0
S132947,S124551,1
S109825,S101438,0
S113991,S132185,1
S131253,S102930,0
S134144,S130865,0
S129341,S134725,1
S106407,S102357,0
S105669,S105799,1
S122688,S105205,1
S105545,S104843,0
S104038,S130247,1
S102984,S122133,1
S100656,S111080,1
S122039,S134590,0
S135211,S106414,1
S121161,S116068,0
S108099,S110843,0
S119460,S109464,0
S107238,S110617,0
S103398,S112549,0
S133388,S109574,1
S101729,S116631,1
S135092,S117131,0
S128013,S103376,1
S116542,S132194,0
S130986,S120039,1
S106975,S125071,0
S118917,S134556,0
S109018,S127117,0
S101672,S113268,1
S108924,S128793,1
S132201,S111997,0
S129598,S107003,0
S133724,S110789,0
S104403,S128448,1
S109800,S117424,0
S129871,S123600,1
S116992,S101684,1
S129122,S113914,0
S114103,S112450,1
S130983,S127918,1
S121693,S110601,0
S112127,S124123,0
S105693,S111858,0
S122251,S120487,0
S134509,S124008,1
S102185,S100016,0
S133873,S101938,1
S100390,S114240,0
S111177,S119625,1
S105035,S118560,0
S101852,S123428,0
S126391,S128358,1
S112797,S108178,0
S120353,S106479,0
S135071,S104788,1
S127649,S107770,1
S117038,S107069,1
S114157,S127685,0
S101668,S102738,1
S130630,S116515,0
S114944,S106685,1
S110387,S111899,1
S121997,S134316,1
S124418,S108464,1
S130288,S103852,1
S121559,S128874,0
S129160,S131837,0
S116225,S113310,1
S125398,S106913,0
S128999,S106248,0
S111665,S110312,0
S115904,S111025,0
S111078,S110462,1
S116249,S132967,0
S135182,S101466,0
S111531,S119901,0
S133160,S100208,1
S114719,S102700,0
S121168,S121949,0
S107928,S106992,1
S100241,S111916,1
S118979,S116426,1
S116592,S120284,0
S113133,S124513,1
S101841,S107590,0
S105599,S107920,0
S133014,S118530,0
S100159,S133453,1
S103533,S108220,1
S114904,S116898,1
S126284,S115005,1
S125092,S102844,0
S111084,S116624,1
S118204,S128247,1
S126950,S125209,1
S127078,S120313,0
S117145,S123356,0
S121655,S113010,0
S129330,S113454,0
S108436,S125094,1
S124951,S123280,1
S118056,S127043,0
S120439,S111575,1
S117459,S116639,0
S101249,S123834,0
S110806,S125519,1
S124749,S107816,1
S126686,S108147,1
S134742,S102786,0
S102945,S104227,1
S127763,S102331,0
S107042,S102105,1
S101154,S111930,1
S114770,S112844,1
S105230,S118419,1
S102225,S104745,0
S129148,S121295,1
S119149,S101124,0
S112225,S108928,1
S104301,S127408,0
S102245,S115851,1
S125220,S101510,0
S128764,S116708,0
S118204,S126192,0
S130251,S111474,0
S118079,S122251,0
S114606,S132264,0
S109145,S112379,1
S117474,S116594,1
S121203,S102421,1
S105723,S103592,0
S134798,S132769,0
S110945,S114247,1
S115606,S106180,0
S133894,S106467,0
S121790,S127510,1
S115613,S128721,0
S128674,S131205,1
S116218,S131193,1
S114895,S101337,0
S132354,S122048,0
S134050,S121607,1
S125566,S121191,0
S112300,S124239,1
S132214,S105070,0
S114107,S120187,0
S129739,S119129,0
S126804,S119607,0
S134315,S130609,1
S111042,S124981,0
S102122,S109235,1
S105138,S107265,0
S119374,S114845,0
S117935,S117785,1
S104998,S102231,0
S129430,S133779,1
S106516,S132536,1
S127741,S119126,0
S109880,S108263,0
S130922,S121422,1
S120688,S120132,1
S132442,S115307,0
S108880,S111389,1
S109581,S105204,1
S102715,S120332,1
S124672,S119705,1
S131104,S128893,0
S124138,S100906,0
S103821,S124860,1
S110584,S101178,0
S100006,S114602,0
S116761,S120202,0
S100901,S115825,0
S132641,S102064,0
S106229,S100786,1
S114474,S118688,1
S113028,S115943,1
S127168,S130221,0
S122318,S121915,1
S129745,S104725,0
S121938,S122366,1
S124741,S118749,0
S130181,S116414,1
S131604,S121495,0
S114141,S117461,0
S106288,S106772,0
S101887,S119747,0
S129092,S129833,1
S108160,S104779,0
S135179,S108579,0
S111858,S114200,1
S129923,S111939,1
S133861,S119246,0
S132800,S106761,0
S107334,S113930,0
S124414,S130665,1
S102556,S118264,1
S134495,S114395,1
S118147,S109821,0
S112348,S117271,0
S116942,S112013,0
S103495,S132364,0
S104756,S130483,0
S111637,S115416,0
S112784,S125616,1
S110361,S120080,1
S110274,S122836,1
S122426,S124960,0
S106531,S123057,1
S117281,S100751,1
S125805,S134362,0
S134955,S106180,0
S109142,S133264,1
S116452,S115804,1
S131253,S129654,1
S102861,S134618,0
S129865,S119879,1
S124030,S122740,0
S112555,S118753,0
S129715,S101229,1
S108197,S127285,0
S132043,S119663,0
S126429,S113901,1
S101883,S105351,0
S125449,S125478,0
S131871,S123584,1
S132225,S125378,1
S113351,S100738,1
S133253,S114545,0
S105647,S108823,0
S109955,S101548,0
S117778,S101142,1
S114630,S118951,0
S129994,S126208,1
S100026,S129966,0
S103387,S113267,1
S123579,S116877,0
S133190,S111604,0
S104458,S102663,1
S115109,S127897,1
S104463,S113575,0
S115331,S135222,1
S117146,S130716,1
S131764,S119609,1
S120808,S108575,1
S121686,S103999,0
S119596,S102850,0
S119646,S130954,1
S102712,S131215,1
S119424,S118413,0
S103701,S118229,0
S127456,S100633,0
S110323,S118750,0
S123422,S122689,0
S117974,S110484,1
S123887,S107861,1
S112359,S107356,0
S112736,S106812,1
S108695,S119581,0
S105072,S104065,0
S126279,S107391,1
S125287,S119715,0
S126355,S113710,1
S123054,S116333,1
S132984,S126484,0
S110343,S116982,0
S102162,S106106,1
S127019,S112598,0
S131045,S127260,1
S129954,S120013,1
S126488,S135152,0
S107072,S102567,0
S114964,S121817,0
S110448,S130869,1
S107274,S112203,0
S104187,S129660,1
S132113,S109517,1
S104825,S126674,1
S132522,S101844,1
S126329,S104579,1
S104038,S120788,1
S125046,S122789,1
S120417,S127873,0
S101937,S106762,0
S122325,S109465,0
S134155,S123443,1
S119038,S132690,0
S115709,S106256,0
S106726,S120485,1
S131389,S123840,1
S129393,S128922,0
S114871,S121382,0
S125708,S124383,1
S116862,S104098,1
S109235,S110693,0
S112320,S132541,0
S111556,S106322,1
S105054,S123341,1
S104956,S103705,1
S134722,S109338,0
S132758,S134974,0
S125749,S127055,1
S113796,S125364,0
S126274,S105166,1
S116935,S134493,0
S114072,S119642,0
S134107,S115707,0
S132074,S109628,1
S125562,S104130,0
S120488,S119353,0
S104097,S108930,1
S110864,S117829,0
S114446,S115122,0
S127671,S127378,1
S133712,S134296,1
S119419,S133196,1
S123010,S133331,0
S117993,S119217,0
S118915,S109612,1
S106801,S126365,1
S104400,S124704,0
S106947,S104443,1
S118109,S122834,1
S103618,S122430,0
S107384,S111990,0
S132886,S118863,1
S120417,S132347,0
S126371,S127459,1
S106939,S116828,0
S130229,S130312,1
S114580,S110895,1
S124233,S121353,1
S104452,S115039,1
S122752,S118517,0
S120072,S130043,1
S128558,S121171,1
S106769,S101666,0
S134702,S128965,1
S117888,S100425,1
S125466,S116258,0
S111445,S100716,0
S128597,S103332,0
S119749,S132803,0
S112614,S106437,1
S134793,S100290,1
S127594,S123017,1
S111793,S128570,1
S123212,S123493,1
S102258,S112205,0
S113086,S126903,0
S124303,S117499,1
S105952,S106337,1
S109898,S115152,1
S105183,S133753,0
S131261,S111954,1
S120492,S126577,1
S112853,S107548,0
S108346,S106165,0
S114191,S112562,0
S133768,S127394,1
S108712,S134317,0
S127727,S115023,0
S125277,S104908,1
S119778,S126974,1
S106340,S110690,1
S134130,S122937,0
S104880,S102022,0
S134115,S101899,1
S106745,S119070,0
S130202,S118297,1
S106658,S103630,1
S130206,S102719,1
S117434,S112612,0
S110492,S125688,0
S113955,S125738,1
S108779,S101963,0
S132261,S108679,0
S107323,S111439,1
S114782,S103358,1
S106969,S127309,0
S111721,S106030,0
S113323,S106623,1
S107480,S102408,0
S114027,S132911,0
S113596,S111282,0
S128204,S113534,0
S102685,S128711,0
S111951,S104595,1
S104568,S112132,0
S133079,S100882,0
S123434,S126160,0
S105350,S112198,1
S130369,S119468,0
S120671,S116554,1
S103085,S131687,1
S126712,S127566,1
S112886,S124405,1
S113856,S128898,1
S129755,S118750,1
S112614,S128070,0
S118230,S133328,1
S124632,S134605,0
S114501,S109923,1
S106604,S127978,0
S118452,S115383,0
S133748,S128898,0
S113846,S100177,0
S101611,S127645,0
S100165,S118821,1
S129566,S105145,1
S131531,S117761,0
S108535,S121440,1
S115878,S120520,0
S122567,S134153,1
S120124,S119589,1
S133367,S124184,0
S125454,S122547,1
S113337,S108560,1
S128093,S104465,1
S133678,S122983,1
S131476,S113003,0
S110087,S127738,0
S116021,S103985,0
S124847,S105426,0
S132502,S117394,1
S121290,S133464,1
S115907,S111385,0
S111743,S123207,0
S100667,S122247,0
S119093,S112439,1
S124771,S122843,1
S110692,S113115,0
S117971,S124151,0
S128880,S104808,1
S124167,S100330,1
S106347,S133565,0
S112987,S132825,1
S129050,S132027,0
S119925,S102987,1
S107497,S126961,1
S131386,S132896,1
S109039,S133682,0
S101590,S134268,1
S132312,S132905,0
S108165,S124342,0
S125379,S106343,0
S113792,S122720,1
S113262,S121293,1
S127591,S126921,0
S121171,S107321,1
S101058,S118322,1
S100172,S128126,0
S103661,S110734,0
S107514,S134906,1
S102193,S119226,0
S124135,S114364,1
S112091,S123201,1
S120469,S126664,1
S126258,S132623,1
S113466,S129978,1
S119068,S108163,1
S109007,S111634,1
S134063,S107524,1
S131567,S131910,1
S112829,S118618,1
S102953,S121627,1
S131016,S117157,1
S101730,S114677,0
S111242,S111107,0
S113981,S125733,0
S109485,S124535,0
S118747,S102342,1
S128896,S100596,1
S127244,S124850,1
S120871,S109438,0
S128660,S112166,1
S123401,S131995,1
S119006,S134640,1
S127032,S133244,0
S132078,S124208,1
S130803,S103070,0
S130922,S123183,0
S103773,S119283,1
S129153,S117562,1
S115171,S118789,0
S116514,S133019,0
S116594,S119093,0
S115750,S132847,1
S116764,S128582,1
S118138,S124568,1
S114527,S123060,1
S110071,S117333,1
S106407,S131471,1
S117946,S127372,1
S108727,S133616,1
S110094,S107898,0
S124894,S129253,0
S121174,S134553,1
S117396,S133833,0
S104837,S134992,0
S128987,S104760,0
S115911,S134643,0
S115548,S117444,1
S119465,S132102,0
S112099,S110550,0
S134775,S115589,0
S119682,S129769,1
S116313,S113949,0
S102753,S100290,0
S131343,S134077,1
S120930,S129564,1
S132314,S113713,0
S114026,S126176,0
S129014,S120506,1
S134945,S131873,0
S119354,S118008,0
S122054,S107274,0
S127264,S103189,0
S125003,S132344,1
S127719,S110792,0
S109536,S119455,0
S117324,S129767,0
S134036,S113080,0
S107154,S111665,1
S132485,S117415,1
S111282,S127099,1
S101052,S120054,1
S106778,S127693,0
S103742,S106307,0
S100127,S109008,1
S103887,S126531,1
S121826,S111453,0
S118083,S111837,0
S103659,S129021,1
S108428,S113074,0
S112805,S123063,1
S134451,S114812,1
S107844,S113470,0
S130622,S114183,1
S133317,S121742,0
S129184,S122048,1
S119667,S110183,1
S132003,S131318,0
S128115,S123759,0
S119969,S109437,0
S102821,S105354,1
S124490,S100235,0
S110780,S100264,0
S123669,S132085,1
S107914,S110926,0
S114164,S106083,1
S131766,S121050,0
S128419,S105005,0
S116239,S126403,0
S100870,S125265,0
S132467,S108371,0
S101292,S107964,1
S114084,S115897,1
S112867,S101286,1
S123073,S116659,1
S125292,S116626,0
S127340,S132913,1
S102289,S131510,0
S103819,S108540,1
S132086,S123578,0
S105951,S132537,0
S106890,S132451,0
S110052,S113348,0
S122969,S127139,0
S106483,S132127,1
S102329,S116831,0
S109889,S122838,1
S104667,S106975,1
S100129,S117129,1
S130917,S129585,0
S109091,S117772,0
S129739,S127175,1
S127180,S128777,0
S111547,S128561,0
S124707,S101639,0
S130113,S101254,1
S107090,S121720,0
S115076,S125691,0
S105000,S111834,0
S108174,S120886,0
S102824,S106892,1
S131389,S101538,0
S133249,S114698,0
S100581,S123967,0
S132397,S112848,1
S108448,S122020,0
S130932,S105565,0
S125821,S100263,0
S107696,S124143,0
S111071,S111411,1
S108063,S134315,1
S102339,S122215,1
S122457,S101428,0
S123976,S114658,1
S106854,S133803,1
S105811,S117563,1
S119603,S126851,0
S133285,S133634,0
S124202,S128610,0
S114243,S110420,0
S113567,S108531,0
S133917,S103909,1
S111953,S123275,0
S101195,S121975,0
S114343,S112632,0
S126362,S115567,0
S132364,S131931,1
S117365,S118911,0
S129263,S106480,0
S122815,S130259,0
S133350,S107977,0
S125166,S127372,0
S110958,S129177,1
S120983,S113313,1
S100198,S104782,1
S104761,S124986,1
S117258,S132962,0
S128761,S100933,1
S111808,S131072,0
S108847,S133434,0
S110824,S103056,1
S133694,S118527,1
S118005,S114630,1
S121364,S109030,1
S124971,S119268,1
S100077,S123204,1
S118502,S107941,1
S115557,S109581,0
S109612,S119464,0
S100459,S115332,0
S127589,S106024,0
S127867,S131867,0
S118816,S105865,0
S132072,S105595,0
S100077,S126195,1
S114577,S118765,0
S120813,S116765,1
S104602,S125796,0
S110626,S125530,0
S114855,S124082,1
S101186,S128444,1
S123023,S118709,1
S112820,S114474,0
S129173,S108591,1
S115134,S106348,1
S126437,S114652,1
S112257,S125871,0
S103972,S111788,1
S121155,S121008,1
S130462,S130159,1
S130904,S129422,0
S108016,S110892,1
S127300,S103327,1
S129117,S130622,0
S130734,S110035,0
S116973,S110383,1
S111058,S104063,0
S103305,S102548,0
S123760,S100554,0
S101305,S111525,1
S103731,S100872,1
S108943,S132376,1
S127019,S104741,0
S114602,S120195,1
S107673,S123824,0
S107016,S118637,0
S101510,S119768,0
S112537,S102361,0
S128995,S116832,0
S102408,S123847,1
S115291,S129140,1
S118119,S111453,1
S133354,S106566,0
S115761,S103306,1
S109384,S121068,1
S112236,S107814,1
S130126,S101269,0
S127763,S120164,1
S123693,S133130,0
S100391,S109008,0
S102488,S108807,1
S105963,S113487,0
S117247,S127295,0
S109890,S103432,1
S120854,S121281,0
S122325,S104899,1
S117136,S104611,1
S127117,S129270,0
S103281,S130331,0
S127463,S104979,0
S132944,S100556,1
S103602,S121452,1
S105051,S134892,1
S102451,S101210,1
S133808,S118079,1
S121370,S112311,1
S100204,S123385,1
S133804,S102675,0
S124655,S104664,0
S107847,S133133,1
S114063,S119914,0
S127131,S121270,0
S109571,S111794,1
S103558,S134428,1
S110200,S102243,1
S121414,S103777,0
S110472,S120148,1
S106511,S120473,1
S133482,S116205,1
S123383,S109655,0
S108926,S130269,1
S108425,S135124,0
S122455,S119214,0
S104213,S116277,1
S124564,S105873,0
S118560,S133072,1
S110509,S118478,1
S104573,S118435,0
S114846,S112465,1
S119982,S110780,0
S108220,S113841,0
S125575,S121805,0
S106445,S101823,0
S123487,S110245,1
S111138,S126315,0
S128663,S116612,0
S127484,S102462,1
S101105,S114184,0
S131018,S122714,1
S122551,S131380,1
S113751,S103907,0
S128008,S131174,1
S127980,S108439,1
S134799,S108043,0
S109092,S113525,0
S113272,S131758,1
S112050,S111427,1
S104727,S106014,1
S122178,S112551,0
S126206,S107976,0
S118603,S103082,1
S134178,S115103,1
S105357,S133935,1
S121327,S111136,1
S121313,S124806,1
S125959,S125399,1
S132421,S100593,1
S119418,S105120,0
S121679,S101132,0
S101143,S116932,0
S126855,S104442,1
S109938,S121593,1
S119647,S100262,0
S125262,S123886,1
S130549,S118239,0
S130345,S113166,1
S101402,S103870,0
S104559,S113561,0
S125704,S126069,0
S125599,S104694,0
S132489,S102952,0
S117521,S117789,0
S115432,S120794,0
S133023,S111908,0
S120201,S112715,0
S131138,S121634,0
S101409,S115889,0
S101126,S100419,0
S120600,S112272,0
S102947,S120167,1
S129582,S119314,0
S123590,S113122,0
S107250,S107843,0
S125212,S102152,0
S125137,S112013,0
S133461,S105396,1
S122053,S105703,0
S118374,S127141,1
S104638,S116921,1
S134914,S111027,0
S118428,S102605,0
S107621,S109822,1
S131731,S109518,1
S114815,S131979,0
S108717,S131886,0
S104327,S132518,0
S131421,S114262,0
S108711,S124871,0
S103134,S111070,1
S117574,S114586,0
S109173,S114006,1
S129529,S116822,1
S111074,S118042,1
S127131,S117365,1
S109572,S128359,0
S128828,S115765,1
S101883,S100878,1
S107263,S112362,0
S102283,S125261,0
S127879,S133806,0
S110047,S107874,0
S104505,S123534,1
S125038,S119952,0
S114751,S107111,0
S101892,S122471,0
S131835,S124777,1
S111076,S111420,0
S129401,S108620,1
S116807,S116010,0
S132131,S115896,1
S117670,S106340,0
S102254,S111427,0
S131416,S106802,1
S127181,S123364,1
S120505,S112696,1
S131620,S104490,0
S117071,S114220,0
S104622,S131944,0
S101976,S114380,1
S121511,S127779,1
S115389,S119304,0
S131206,S110281,1
S102103,S122149,0
S119048,S101015,1
S100153,S100171,0
S121163,S126935,1
S121827,S133684,0
S131655,S103717,1
S107941,S108064,0
S107438,S121505,1
S105383,S128022,0
S123060,S114423,0
S122857,S102723,1
S108167,S110006,0
S122177,S102807,0
S104046,S118097,0
S122523,S131972,0
S119710,S115102,0
S101299,S132564,1
S113228,S129796,1
S126312,S134573,1
S127873,S106259,1
S130262,S116507,1
S109683,S121874,0
S102407,S123353,1
S128078,S111560,1
S109507,S130359,0
S110197,S134784,0
S133535,S113044,1
S119150,S100394,1
S114213,S107275,1
S132673,S125482,0
S130891,S132633,0
S109144,S127254,1
S127844,S105527,0
S117874,S123852,1
S116384,S123275,1
S117693,S102920,0
S129336,S134759,0
S122934,S126780,1
S130834,S129316,1
S108074,S111710,1
S109175,S117111,1
S123869,S116688,1
S131134,S128897,0
S113266,S104137,1
S105045,S108818,1
S114333,S124511,1
S104075,S107655,0
S119513,S127222,0
S109475,S105819,0
S108154,S108822,0
S108122,S102409,0
S109527,S126191,0
S120179,S116757,0
S130735,S126127,0
S109262,S134287,0
S100981,S120432,1
S115140,S129285,0
S129672,S102596,0
S133786,S124194,0
S115544,S103185,1
S102553,S129237,0
S102382,S103581,0
S124448,S123392,0
S122754,S133130,0
S100395,S114588,0
S108154,S101312,1
S107114,S117288,0
S129548,S118063,1
S101423,S104789,1
S127179,S124048,0
S121194,S117989,0
S135263,S102035,0
S126524,S107539,0
S122210,S101321,0
S113872,S106230,0
S104808,S108096,1
S126510,S102123,1
S118077,S100633,1
S131821,S130374,0
S122164,S111493,0
S111050,S108582,1
S107047,S109539,1
S109605,S107078,0
S122873,S132635,0
S124495,S114395,0
S111268,S100262,1
S100160,S113629,0
S134451,S109857,1
S124602,S117633,0
S101220,S114091,1
S103642,S100409,0
S122535,S107194,0
S107736,S102972,1
S101198,S102441,1
S132444,S127319,1
S117172,S128463,1
S105939,S101905,0
S120290,S115625,0
S132009,S130470,0
S119634,S102292,1
S106707,S119548,1
S113465,S125559,1
S104428,S113253,0
S122937,S105124,1
S117734,S104048,1
S115588,S111693,1
S115630,S116623,1
S118602,S101837,0
S112080,S107961,0
S128492,S104776,0
S105791,S129950,0
S120189,S130746,1
S125425,S130319,0
S105785,S126954,0
S114874,S122749,0
S133108,S124155,1
S108307,S112354,1
S125077,S129680,0
S102684,S130137,1
S103267,S102129,1
S100496,S122375,1
S107606,S116643,0
S104120,S101584,1
S131028,S125809,1
S100574,S116784,1
S113944,S125182,0
S109309,S104419,0
S134163,S131819,1
S127874,S118381,1
S115688,S123352,1
S114430,S135186,0
S126862,S109332,1
S100607,S105816,0
S104153,S114327,0
S103529,S121963,0
S130594,S121703,1
S121599,S103740,1
S109798,S127880,1
S133572,S125341,1
S109264,S102913,1
S125983,S119546,1
S101566,S127875,0
S108508,S105248,0
S119258,S113852,0
S111288,S125038,0
S116046,S126042,1
S127928,S127965,0
S103844,S105115,0
S125159,S107485,0
S127147,S113110,0
S122001,S114926,0
S131221,S125380,1
S125539,S130888,1
S134787,S134058,0
S110619,S109535,0
S119968,S124111,0
S112310,S117286,0
S100293,S111627,0
S121817,S102147,1
S109348,S108347,0
S134515,S118548,1
S109828,S102525,0
S125371,S110866,1
S109249,S106931,0
S103509,S129661,0
S120511,S130461,0
S118791,S102929,1
S102099,S131831,1
S109941,S114834,0
S105415,S127436,0
S123609,S123097,1
S121214,S123991,0
S118302,S113891,0
S126997,S133355,1
S120759,S117627,0
S131235,S111550,0
S133887,S119292,1
S125906,S117891,0
S105740,S118081,0
S102293,S120049,0
S109015,S121855,1
S119870,S111943,1
S132002,S130970,1
S126702,S114065,0
S120118,S113887,0
S125315,S130723,0
S116724,S122045,0
S105509,S111372,1
S106422,S110727,0
S133221,S132490,0
S105562,S120094,1
S107479,S122354,0
S112327,S121611,1
S123045,S106518,0
S134482,S101921,1
S107168,S103724,0
S123567,S128570,0
S115873,S107417,0
S128206,S130335,1
S107831,S103863,0
S125492,S113764,1
S133115,S114659,0
S116120,S126022,1
S106607,S128859,0
S105093,S109501,1
S128880,S135063,0
S100553,S106235,1
S134605,S109591,1
S110660,S100985,0
S101971,S104068,0
S100786,S107448,0
S125349,S117181,0
S123040,S112765,1
S109517,S131615,0
S124074,S129728,0
S108670,S128012,0
S129475,S102372,1
S101680,S108971,0
S115838,S132663,1
S123981,S122505,0
S111456,S108885,1
S118641,S105947,0
S134960,S114768,1
S129770,S117208,1
S113709,S119382,0
S113789,S115194,0
S126779,S108649,0
S122362,S125878,0
S134029,S110602,0
S127347,S128260,1
S127648,S103510,1
S115622,S114602,1
S113814,S133184,0
S116859,S104524,1
S130365,S120961,1
S102815,S107005,0
S125069,S118442,1
S114520,S120019,0
S103865,S130193,1
S106822,S120821,0
S110229,S111622,1
S133137,S103273,1
S102334,S115792,0
S130963,S103056,0
S121402,S127267,0
S113073,S104991,0
S124080,S126720,1
S105567,S112896,1
S104058,S107053,0
S114087,S130841,0
S128384,S104994,0
S121630,S130366,0
S122079,S133337,0
S116827,S110404,0
S132951,S109465,1
S109083,S117147,1
S126059,S121019,1
S121678,S122982,0
S130840,S132512,1
S108972,S105068,1
S133122,S104621,0
S124826,S120273,0
S116472,S120707,1
S123343,S102510,1
S116938,S105637,0
S133975,S132697,0
S131603,S114515,1
S124679,S132967,1
S100582,S111577,0
S108380,S100025,0
S125710,S107632,1
S114405,S104070,0
S117051,S108973,1
S129118,S107841,0
S105440,S104608,0
S123821,S101375,0
S121258,S123810,1
S119568,S109662,1
S113012,S129579,1
S114933,S109678,0
S127790,S112462,1
S105941,S105704,0
S106917,S121559,0
S129829,S117842,1
S132313,S103400,0
S128864,S111818,0
S114411,S104472,0
S115995,S120683,1
S114385,S111102,1
S108094,S128317,0
S129469,S100694,0
S133463,S105333,0
S105391,S118157,0
S124114,S133134,1
S129540,S128884,1
S133203,S120045,0
S112678,S106007,1
S113632,S113664,0
S126224,S131090,1
S120512,S127695,0
S107277,S132514,0
S128749,S135125,0
S111583,S132617,1
S121798,S116271,0
S133545,S134378,0
S100367,S130377,0
S110478,S131421,1
S106219,S123138,1
S112264,S104871,0
S112082,S115044,0
S100538,S112576,0
S133321,S100834,1
S107085,S118812,1
S110460,S100156,1
S116564,S131646,0
S117740,S100945,0
S127443,S112413,1
S107145,S110314,1
S127517,S107516,1
S135217,S129519,1
S133019,S105386,1
S116383,S121266,0
S115361,S131990,1
S126627,S119645,0
S122409,S121171,0
S132175,S104334,1
S131376,S131866,1
S109545,S125039,1
S114105,S118387,0
S120441,S110281,0
S131277,S101843,1
S105215,S122703,0
S125174,S134040,0
S106266,S116134,1
S125793,S106075,1
S107022,S104412,0
S110349,S125016,0
S127422,S105211,0
S122408,S110315,0
S119302,S110465,0
S107714,S131779,1
S111806,S134422,0
S109314,S125699,0
S104072,S119854,1
S107686,S133061,0
S125941,S115973,1
S131428,S123384,0
S122840,S114981,1
S121943,S106164,0
S105623,S118314,0
S119777,S121852,0
S124085,S101610,1
S104128,S130870,1
S101726,S134231,0
S117036,S101158,1
S127666,S128709,1
S104470,S119743,1
S127719,S123044,1
S105129,S114581,0
S104639,S105011,1
S133184,S107762,1
S118085,S130018,0
S128735,S116535,1
S125661,S134005,0
S114864,S132990,0
S129109,S120598,1
S116944,S132533,1
S134337,S113433,0
S114037,S123321,0
S120645,S119988,1
S126296,S115496,0
S129994,S124475,0
S111247,S134328,1
S102974,S100993,0
S116301,S114008,1
